timestamp,deviceName,cpuUsage,memUsage,netIn,netOut,lossRate
2026-07-14 09:00:00,核心路由器-02,55.8,62.5,325.6,218.5,0.02
2026-07-14 09:00:00,汇聚交换机-01,72.5,78.8,685.5,485.6,0.04
2026-07-14 09:00:00,汇聚交换机-02,65.8,72.5,625.8,435.5,0.05
2026-07-14 09:00:00,汇聚交换机-03,68.5,75.2,658.5,458.6,0.03
2026-07-14 09:00:00,防火墙-FW01,48.5,56.8,925.6,625.8,0.02
2026-07-14 09:00:00,防火墙-FW02,22.5,35.8,225.6,145.8,0.08
2026-07-14 09:00:00,应用服务器-01,85.6,88.5,185.6,125.8,0.05
2026-07-14 09:00:00,test1,55.8,62.5,385.6,265.8,0.03
2026-07-14 09:00:00,test2,48.5,55.8,325.5,225.6,0.03
2026-07-14 09:00:00,test3,42.5,52.8,625.8,425.6,0.02
2026-07-14 09:00:00,test4,38.5,48.6,525.6,358.5,0.02
2026-07-14 11:00:00,核心路由器-02,62.5,68.5,385.6,258.5,0.03
2026-07-14 11:00:00,汇聚交换机-01,78.6,82.5,758.5,528.6,0.05
2026-07-14 11:00:00,汇聚交换机-02,72.5,78.5,685.6,485.5,0.06
2026-07-14 11:00:00,汇聚交换机-03,75.2,80.5,725.8,508.6,0.04
2026-07-14 11:00:00,防火墙-FW01,55.6,62.5,1025.8,685.6,0.03
2026-07-14 11:00:00,防火墙-FW02,28.5,42.5,285.6,185.5,0.10
2026-07-14 11:00:00,应用服务器-01,92.5,95.2,225.8,155.6,0.06
2026-07-14 11:00:00,test1,62.5,68.5,425.6,298.5,0.04
2026-07-14 11:00:00,test2,55.6,62.5,368.5,255.8,0.03
2026-07-14 11:00:00,test3,48.5,58.6,685.5,468.5,0.03
2026-07-14 11:00:00,test4,45.8,55.8,585.6,398.5,0.02
2026-07-14 15:00:00,核心路由器-02,58.6,65.2,358.6,238.5,0.02
2026-07-14 15:00:00,汇聚交换机-01,75.5,80.5,725.8,508.5,0.04
2026-07-14 15:00:00,汇聚交换机-02,68.5,75.2,658.5,465.8,0.05
2026-07-14 15:00:00,汇聚交换机-03,72.5,78.5,698.5,488.6,0.04
2026-07-14 15:00:00,防火墙-FW01,52.5,60.5,985.6,658.5,0.02
2026-07-14 15:00:00,防火墙-FW02,25.8,38.5,265.8,168.5,0.09
2026-07-14 15:00:00,应用服务器-01,88.6,92.5,205.6,145.8,0.05
2026-07-14 15:00:00,test1,58.8,65.5,405.8,285.6,0.03
2026-07-14 15:00:00,test2,52.5,60.5,348.5,238.5,0.03
2026-07-14 15:00:00,test3,45.8,55.5,658.5,448.6,0.02
2026-07-14 15:00:00,test4,42.5,52.8,558.6,378.5,0.02
